id,name,artists,id_artists,genres,release_year,duration_s,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,['1URnnhqYAYcrqrcwql10ft'],atl hip hop rap trap,2019,254.723,71,0.741,0.87,6,56.506,0,0.503,0.00813,0.0,0.114,0.663,184.194
7idmHTAQQPUFqdjXkoooXD,Beer Can’t Fix,"Thomas Rhett, Jon Pardi","['6x2LnllRG5uGarZMsD4iO8', '4MoAOfV4ROWofLG3a3hhBN']",contemporary country country country road modern country rock contemporary country country country road modern country rock,2019,209.733,71,0.711,0.774,7,55.932,1,0.0308,0.0317,0.0,0.124,0.939,111.016
0ccwMrlZONy5yXrirq7lTe,La Da Dee,Cody Simpson,['79Xp2rRN7wdsaTJgttdX3K'],australian pop dance pop pop postteen pop viral pop,2019,196.787,71,0.657,0.828,5,54.456,1,0.0728,0.00847,0.0,0.326,0.566,115.954
19kUPdKTp85q9RZNwaXM15,Good as You,Kane Brown,['3oSJ7TBVCWMDMiYjXNiCKE'],contemporary country country country road,2019,192.053,71,0.634,0.516,8,53.95,1,0.0373,0.4,0.0,0.142,0.769,153.831
3pf96IFggfQuT6Gafqx2rt,Sunny,Boney M.,['54R6Y0I7jGUCveDTtI21nb'],europop,1976,242.24,71,0.647,0.868,0,53.573,0,0.105,0.0876,0.124,0.129,0.803,121.822
2hdNya0b6Cc2YJ8IyaQIWp,Livin' Thing,Electric Light Orchestra,['7jefIIksOi1EazgRTfW2Pk'],album rock art rock beatlesque bow pop classic rock folk rock glam rock mellow gold rock soft rock symphonic rock,1976,212.307,71,0.549,0.651,0,52.903,1,0.0323,0.583,0.0,0.121,0.368,122.818
064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers,['5iB5AWIa7qreioi0AF3Bxa'],country country rock,1976,198.76,71,0.679,0.553,3,45.313,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,['6DgP9otnZw5z6daOntINxp'],dance pop edm house pop dance tropical house uk dance,2019,188.64,71,0.744,0.79,8,55.383,0,0.0562,0.0547,0.000802,0.32,0.847,125.002
0nGXi46VcQQ56ZJR428MKS,Does To Me (feat. Eric Church),"Luke Combs, Eric Church","['718COspgdWOnwOFpJHRZHS', '2IvkS5MXK0vPGnwyJsrEyV']",contemporary country contemporary country country country road,2019,223.32,71,0.616,0.849,0,55.103,1,0.0373,0.311,0.0,0.311,0.638,113.065
6ERR6e7h6wCqGoz1TjiUJb,Knockin' Boots,Luke Bryan,['0BvkDsjIUla7X0k6CSWh1I'],contemporary country country country road,2019,199.382,71,0.739,0.682,2,56.272,1,0.205,0.129,0.0,0.328,0.634,131.983
10xuH52YSXHWFwCaF1fsDd,Hard To Forget,Sam Hunt,['2kucQ9jQwuD8jWdtR9Ef38'],,2020,204.76,71,0.689,0.689,4,54.483,1,0.045,0.23,0.0,0.57,0.664,130.069
3tv697PZNnaQN0Mn2zGhS5,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,['7MiDcPa6UiV3In7lIM71IN'],sertanejo sertanejo universitario,2019,237.517,71,0.794,0.937,8,57.56,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012
3wdnX9UwfyXkNq0FJVhQQD,Snake,Lil Keed,['3uJx5SnOM59Li7lCxA3b29'],hip hop melodic rap rap southern hip hop trap vapor trap,2019,183.307,71,0.943,0.443,7,49.902,0,0.138,0.188,0.00225,0.282,0.621,109.908
6nsyYPCDUSacgXci9mvWln,Whip A Tesla,"Yung Gravy, bbno$","['2YOYua8FpudSEiB9s88IgQ', '41X1TR6hrK8Q2ZCpp2EqCz']",canadian hip hop dark trap meme rap pop rap vapor trap meme rap minnesota hip hop pop rap,2019,153.733,71,0.814,0.527,9,52.999,0,0.328,0.179,0.000512,0.0767,0.54,170.063
1j5oDtBWVtNoVHMi2n6Fkz,Day & Night,Jung Seung Hwan,['7l8rOFwZFQ3G0sgZ7gjGng'],kpop korean pop,2020,260.6,71,0.509,0.269,3,51.235,1,0.0277,0.897,0.00212,0.174,0.29,131.954
00lh2JJMF7xsplZhwDT4jv,White Lows Off Designer (feat. Lil Durk),"Tee Grizzley, Lil Durk","['6AUl0ykLLpvTktob97x9hO', '3hcs9uc56yIGFCSy9leWe7']",detroit hip hop detroit trap hip hop pop rap rap southern hip hop trap chicago drill chicago rap drill hip hop rap southern hip hop trap,2021,175.031,71,0.747,0.574,1,53.413,1,0.24,0.561,0.0,0.1,0.436,127.981
7aE5WXu5sFeNRh3Z05wwu4,Wish You Were Here - 2011 Remastered Version,Pink Floyd,['0k17h0D3J5VfsdmQ1iZtE9'],album rock art rock classic rock progressive rock psychedelic rock rock symphonic rock,1975,334.744,71,0.481,0.262,7,44.27,1,0.0414,0.735,0.0114,0.832,0.375,122.883
1vvBUZseJ7fwYPX1NedOLd,Cha Cha,Freddie Dredd,['0dlDsD7y6ccmDm8tuWCU6F'],dark trap meme rap phonk viral rap,2019,173.93800000000002,71,0.792,0.698,1,53.636,1,0.172,0.489,0.0788,0.127,0.751,129.971
5AnCLGg35ziFOloEnXK4uu,Adore You,Miley Cyrus,['5YGY8feqx7naU7z4HrwZM6'],dance pop pop postteen pop,2013,278.747,71,0.583,0.655,0,54.593,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759
5vPO5ouEv8iedKWxzmSv7b,Lose,NIKI,['2kxP07DLgs4xlWz8YHlvfh'],chill rb indonesian rb pop,2020,256.00100000000003,71,0.41,0.316,0,51.87,1,0.029,0.846,0.0,0.124,0.22,133.288
2zoNNEAyPK2OGDfajardlY,Rushing Back,"Flume, Vera Blue","['6nxWCVXbOlEVRexSbLsTer', '5ujrA1eZLDHR7yQ6FZa2qA']",australian indie australian pop australian dance australian electropop australian indie downtempo edm,2019,231.663,71,0.574,0.612,0,55.259,1,0.0781,0.357,0.0,0.158,0.368,136.046
2iRniYXjMHKmwXqA2jYXP7,Think About Things,Daði Freyr,['3Hb64DQZIhDCgyHKrzBXOL'],icelandic pop,2020,173.386,71,0.871,0.341,3,51.068,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001
4NiehSBQthimPzRsVeOgCT,My My My!,Troye Sivan,['3WGpXCj9YhhfX11TToZcXP'],australian pop dance pop electropop pop postteen pop viral pop,2018,204.727,71,0.701,0.458,1,52.251,1,0.0836,0.00407,0.000151,0.045,0.482,102.967
2w4EpqGasrz9qdTwocx54t,Open Arms,Journey,['0rvjqX7ttXeg3mTy8Xscbt'],album rock classic rock hard rock mellow gold rock soft rock,1981,202.173,71,0.405,0.21,2,46.786,1,0.0279,0.584,0.0,0.139,0.174,100.577
2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,['6IRouO5mvvfcyxtPDKMYFN'],album rock classic rock hard rock heartland rock mellow gold rock soft rock,1981,292.067,71,0.33,0.469,10,50.714,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327
5W7xC99N2Zzfh69r7I7zWK,Aston Martin Music,"Rick Ross, Drake, Chrisette Michele","['1sBkRIssrMs1AbVkOJbc7a', '3TVXtAsR1Inumwj472S9r4', '3YJMzGjAm245zwJooY7PEj']",hip pop neo soul quiet storm rb urban contemporary dirty south rap gangster rap hip hop pop rap rap southern hip hop trap canadian hip hop canadian pop hip hop pop rap rap toronto rap,2010,270.627,71,0.57,0.58,1,54.453,1,0.21,0.0124,0.0,0.0498,0.404,171.812
1d9Ve8caYURgqYEVuEHMww,Cry Over Boys,Alexander 23,['6sFHvCyqklnJpXC9Nh1aag'],alt z electropop indie cafe pop pop postteen pop social media pop,2021,170.812,71,0.855,0.254,7,46.449,1,0.0664,0.837,2.44e-05,0.527,0.378,118.006
54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,Queen,['1dfeR4HaWDbWqFHLkxsg1d'],classic rock glam rock rock,1977,122.067,71,0.693,0.497,2,52.684,1,0.119,0.679,0.0,0.258,0.473,81.308
1sTtlEZeVeeEnxEztJNkYN,emily,"Jeremy Zucker, Chelsea Cutler","['3gIRvgZssIb9aiirIg0nI3', '5JMLG56F1X5mFmWNmS0iAp']",alt z electropop indie pop indie poptimism pop postteen pop tropical house alt z electropop pop postteen pop,2021,233.747,71,0.551,0.249,0,48.608,1,0.06,0.68,0.0022,0.112,0.257,156.02
3zwmW1gM4E8FlHXV5nE16u,Be Yourself,Audioslave,['2ziB7fzrXBoh1HUPS6sVFn'],alternative metal alternative rock nu metal permanent wave postgrunge rock supergroup,2005,278.973,71,0.423,0.845,11,56.491,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602
1MONUudxAjEk76FJvzGhuD,Like You Do,Joji,['3MZsBdqDrRTJihTHQrO6Dq'],alternative rb viral pop,2020,240.294,71,0.582,0.199,10,49.955,1,0.0321,0.953,0.00852,0.135,0.0783,66.454
2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,Taylor Swift,['06HL4z0CvFAxyc27GXpf02'],pop postteen pop,2019,198.533,71,0.712,0.732,4,53.246,1,0.0629,0.454,0.0,0.319,0.313,94.071
69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,50 Cent,['3q7HBObVc0L8jNeTe5Gofh'],east coast hip hop gangster rap hip hop pop rap queens hip hop rap,2005,214.227,71,0.925,0.659,3,55.237,1,0.231,0.206,7.88e-05,0.279,0.71,97.018
6iPDBwtiOZGlfQt9HD0jAG,Un Sueño,Los Angeles De Charly,['0fdpJLsenUo15X3dPPWJSR'],ranchera regional mexican,2002,225.36,71,0.66,0.666,9,56.004,0,0.0269,0.0459,0.0,0.0518,0.737,149.445
4DAaQ5InUO23d8yNRbB0Yj,6's to 9's (feat. Rationale),"Big Wild, Rationale","['0PxzGnCYBpSuaI49OR94cA', '2IQDM5URYGYfSMmwhTCmyy']",electropop indie poptimism tropical house vapor soul vapor twitch uk contemporary rb,2019,206.073,71,0.714,0.663,8,54.201,1,0.0694,0.145,0.0,0.264,0.64,95.497
0jfFu1W96AlrsMqXSZZlSt,Poppin' Shakin',NiziU,['3z8diLlUCkN1j9N9ZdnfBJ'],jpop,2021,192.754,71,0.781,0.865,4,54.782,1,0.0798,0.0921,0.0169,0.0879,0.746,123.986
4sCabvmZpbmfoCNcoCSKEX,Cuek,Rizky Febian,['28DdkLhrzQNizZ0ExQpyku'],indonesian pop,2020,241.92,71,0.528,0.689,6,51.735,0,0.0537,0.434,0.00553,0.447,0.443,84.967
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,['5zzrJD2jXrE9dZ1AklRFcL'],lilith neo mellow pop rock scottish singersongwriter,2005,201.707,71,0.587,0.767,0,54.287,1,0.0449,0.225,0.0,0.112,0.664,100.38
1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),The Fray,['0zOcE3mg9nS6l3yxt1Y0bK'],neo mellow piano rock pop pop rock,2005,236.267,71,0.592,0.729,8,55.844,1,0.0448,0.022,0.0,0.0653,0.709,116.03
3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,The Beatles,['3WrFJ7ztbogyGnTHbHJFl2'],beatlesque british invasion classic rock merseybeat psychedelic rock rock,1967,247.32,71,0.39,0.502,10,47.723,1,0.178,0.336,0.000138,0.0713,0.289,97.871
5SDcksP8En1l6RtTY1wzHc,Oceans (Where Feet May Fail),Hillsong UNITED,['74cb3MG0x0BOnYNW1uXYnM'],ccm christian alternative rock christian music world worship worship,2013,536.0,71,0.264,0.363,2,49.804,1,0.0338,0.501,0.00406,0.11,0.0613,124.328
1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,['22WZ7M8sxp5THdruNY3gXt'],acid rock album rock classic rock psychedelic rock rock,1967,130.173,71,0.699,0.467,4,51.422,0,0.0375,0.685,0.0,0.315,0.764,119.287
5nCwjUUsmBuNZKn9Xu10Os,Celebrity,IU,['3HqSLMAZ3g3d5poNaI7GOU'],kpop,2021,195.547,71,0.73,0.784,9,57.38,1,0.0691,0.191,0.0,0.0956,0.673,99.995
2QtxlzvSBONjs1bDC34ixs,Yeah 3x,Chris Brown,['7bXgB6jMjp9ATFy66eO08Z'],dance pop pop pop rap rb rap,2011,241.667,71,0.705,0.882,11,56.799,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0
11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady A,['32WkQRZEVKSzVAAYqukAEA'],contemporary country country country dawn country pop country road,2010,277.573,71,0.587,0.622,4,54.465,1,0.0303,0.0927,0.000636,0.2,0.231,107.943
1EQ8sBQ7Abv9DvNBzhXAcv,Pra Você Guardei O Amor,"Nando Reis, Ana Cañas","['7n1XMwvxPf10t4OX6h6Ufy', '4v1mao101nIWvxzotCSKyz']",mpb nova mpb brazilian rock mpb pop rock brasileiro,2009,343.813,71,0.485,0.386,2,50.811,1,0.0388,0.837,0.0,0.207,0.354,91.615
5QGdWvXwXMK2Zx6eKagyue,Sudah - Story of Kale - Original Motion Picture Soundtrack,Ardhito Pramono,['3TkSKriI4EZmTxSFyzs0fd'],indonesian jazz indonesian pop jazz pop,2020,206.098,71,0.617,0.172,2,48.474,1,0.0316,0.907,2.87e-05,0.16,0.199,114.924
7c98gah3Qah9o76kgkzfrV,Bahasa Kalbu,"Raisa, Andi Rianto","['5OZXWMwDhlYBRvoOfcX0sk', '4yRVdMqPrguKBFwZYpmke0']", indonesian pop indonesian rb,2020,351.247,71,0.22,0.284,7,50.015,1,0.0297,0.858,1.79e-05,0.291,0.155,83.837
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,['5q4AzEtCoYJyXjMMoEkSU5'],album rock art rock blues rock classic canadian rock classic rock country rock folk rock hard rock mellow gold rock soft rock symphonic rock,1974,234.867,71,0.475,0.439,11,44.961,0,0.0427,0.000146,0.000277,0.223,0.76,118.392
2vd2HEhrkafOi2uveHjzzh,La Seleçao,"Alonzo, Jul, Naps","['2z2TRvloJt4EfUNQp9rHAi', '3IW7ScrzXmPvZhB27hmfgy', '6W5uA6CNMf3hd2j4a2XWCx']",francoton french hip hop french pop pop urbaine rap francais rap marseille francoton rap marseille francoton french hip hop pop urbaine rap francais rap marseille,2021,197.52,71,0.825,0.878,9,54.515,0,0.186,0.128,8.94e-05,0.0963,0.847,126.994
0ZHILXmUaVSLEOCWxPQ1ga,Makhna,"Tanishk Bagchi, Yasser Desai, Asees Kaur","['4f7KfxeHq9BiylGmyXepGt', '6RF8hEdlUKoLPQOHmBbHiM', '1sVmXkzX2ukc6QvasrDBES']",desi pop filmi modern bollywood desi pop filmi modern bollywood desi pop filmi modern bollywood,2019,183.0,71,0.696,0.704,1,52.124,1,0.0423,0.167,0.0,0.155,0.426,124.972
20FZrLl9zSbO9b3DhaqO6M,23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, Juicy J","['0NWbwDZY1VkRqFafuQm6wk', '5YGY8feqx7naU7z4HrwZM6', '137W8MRPWKqSmrBGDBFSop', '5gCRApTajqwbnHHPbr2Fpi']",dance pop pop postteen pop crunk dirty south rap gangster rap hip hop memphis hip hop pop rap rap southern hip hop trap hip hop pittsburgh rap pop rap rap southern hip hop trap atl hip hop hip hop pop rap rap southern hip hop trap underground hip hop,2013,252.52,71,0.859,0.599,9,54.746,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005
0WCiI0ddWiu5F2kSHgfw5S,Take It Off,Kesha,['6LqNN22kT3074XbTVUrhzX'],dance pop electropop pop postteen pop,2010,215.2,71,0.729,0.675,5,54.708,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036
57jOEZtoLQK4zF2x55bdkp,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli, Arijit Singh, Neha Kakkar","['3dN9MQpjIyNxyeRfz4EDZe', '4YRxDV8wJFPHPTeXepOstw', '5f4QpKfy7ptCHwTqspnSJI']",desi pop filmi modern bollywood desi pop modern bollywood desi pop filmi modern bollywood,2019,200.992,71,0.718,0.382,7,51.763,1,0.0466,0.585,0.0,0.128,0.499,87.029
1ia019RqDK2o4QiANR1Dyn,Moment 4 Life,"Nicki Minaj, Drake","['0hCNtLu0JehylgoiP8L4Gh', '3TVXtAsR1Inumwj472S9r4']",dance pop hip pop pop pop rap postteen pop queens hip hop canadian hip hop canadian pop hip hop pop rap rap toronto rap,2010,279.307,71,0.475,0.882,11,56.117,1,0.351,0.406,0.0,0.241,0.369,98.001
1It1TxBK3xIQAB4xJkPevn,Blue Lights,Jorja Smith,['1CoZyIx7UvdxT5c8UkMzHd'],alternative rb dance pop pop rb uk contemporary rb,2018,250.454,71,0.692,0.57,7,51.923,1,0.185,0.666,0.0,0.107,0.309,91.917
3JTMWdhcJPiegDSe7SvZS3,Cannibal,Kesha,['6LqNN22kT3074XbTVUrhzX'],dance pop electropop pop postteen pop,2010,194.253,71,0.71,0.68,1,55.324,1,0.106,0.0078,0.0165,0.0493,0.571,129.971
3yZQk5PC52CCmT4ZaTIKvv,This Is Gospel,Panic! At The Disco,['20JZFwl6HVl6yg8a4H3ZqK'],baroque pop emo modern rock,2013,187.187,71,0.572,0.912,7,55.125,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073
2Q3QRjA8MjzqpFaIkFludb,right here,keshi,['3pc0bOVB5whxmD50W79wwO'],chill rb pop,2020,195.093,71,0.597,0.496,5,50.559,1,0.077,0.0839,0.0,0.117,0.319,160.05
2lgz3yy1AyoceOVOOBmiOS,Stickwitu,The Pussycat Dolls,['6wPhSqRtPu1UhRCDX5yaDJ'],dance pop girl group pop pop rap postteen pop urban contemporary,2005,207.507,71,0.548,0.554,9,53.592,1,0.0587,0.283,0.0,0.0708,0.382,79.918
2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,"Kanye West, Lupe Fiasco","['5K4W6rqBFWDnAN6FQUkS6x', '01QTIT5P1pFP3QnnFSdsJf']",chicago rap rap alternative hip hop chicago rap conscious hip hop gangster rap hip hop political hip hop pop rap rap southern hip hop,2005,236.6,71,0.552,0.846,9,55.088,1,0.342,0.0114,0.0,0.309,0.554,98.56
5428XgSLRJfpMRN3r6YXob,Holiday,Little Mix,['3e7awlrlDSwF3iM0WBjGMp'],dance pop girl group pop postteen pop talent show uk pop,2020,213.6,71,0.691,0.68,5,53.993,1,0.185,0.0875,0.0,0.0618,0.676,106.106
5jSBnH9NyaNP5zdSB3pwgu,Gimme Love,Joji,['3MZsBdqDrRTJihTHQrO6Dq'],alternative rb viral pop,2020,214.558,71,0.484,0.632,5,53.083,1,0.0976,0.695,0.0243,0.209,0.0736,126.384
3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,Carly Rae Jepsen,['6sFIWsNpZYqfjUpaCgueju'],canadian pop dance pop electropop indie poptimism pop postteen pop,2012,193.4,71,0.783,0.58,7,53.452,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
1LLXZFeAHK9R4xUramtUKw,London Boy,Taylor Swift,['06HL4z0CvFAxyc27GXpf02'],pop postteen pop,2019,190.24,71,0.695,0.71,1,53.361,1,0.05,0.0246,0.000104,0.133,0.557,157.925
3PEwQ1uaMwg0ehoTeVm7Yq,No Idea - Dj Purpberry Chopped and Screwed,Don Toliver,['4Gso3d4CscCijv0lmajZWs'],rap trap,2019,195.573,71,0.682,0.443,2,49.213,0,0.0554,0.596,0.00539,0.266,0.582,99.891
3QqJ44HiM84iyZS0G2IKIP,Paranoia (feat. Gunna & Young Thug),"Pop Smoke, Gunna, Young Thug","['0eDvMgVFoNV3TpwtrVCoTj', '2hlmm7s2ICUX0LVIhVFlZQ', '50co4Is1HCEo8bhOyUWKpn']",brooklyn drill atl hip hop melodic rap rap trap atl hip hop atl trap gangster rap hip hop melodic rap pop rap rap trap,2020,212.658,71,0.568,0.646,2,55.631,0,0.219,0.231,0.0,0.12,0.24,143.877
0qwcGscxUHGZTgq0zcaqk1,Here's to Never Growing Up,Avril Lavigne,['0p4nmQO2msCgU4IF37Wi3j'],canadian pop candy pop dance pop pop postteen pop,2013,214.32,71,0.482,0.873,0,56.855,1,0.0853,0.0111,0.0,0.409,0.737,165.084
1iBljl6IFBU6OkUMJVKMbn,Animal,Sir Chloe,['6rniTPs9zN26kYnkPdFl1U'],indie pop modern rock,2020,160.519,71,0.495,0.457,7,53.928,1,0.0306,0.407,1.25e-06,0.142,0.342,82.825
68RI4I6SKm57SxjG06OYvN,The Wisp Sings,Winter Aid,['15S89CUJtshT2P7WIa2M5l'],irish indie,2013,313.253,71,0.521,0.0889,4,40.543,1,0.0507,0.988,0.182,0.0965,0.0479,115.43
3wPPWcVuinAU7dXcJXtCID,La La La,"Naughty Boy, Sam Smith","['1bT7m67vi78r2oqvxrP3X5', '2wY79sveU1sp5g7SokKOiI']",dance pop pop postteen pop uk pop tropical house uk contemporary rb,2013,222.2,71,0.772,0.65,6,54.798,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.083
3kNWyHdLVW1x6pn9EnSQ1H,Didn't Know,Tom Zanetti,['73Msd8rknjBghcGQiZ1mgh'],deep groove house house pop dance uk dance,2021,168.897,71,0.896,0.459,1,51.063,1,0.0515,0.0737,8.41e-05,0.0981,0.484,125.939
5OxclJsdFESni44YlpNpkR,Parasite Eve,Bring Me The Horizon,['1Ffb6ejR6Fe5IamqA5oRUF'],melodic metalcore metalcore rock uk metalcore,2020,291.813,71,0.589,0.797,9,54.536,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489
5k1uIPpsHmnbWFr4nbpdYb,Up All Night (feat. Afrojack),"VINAI, Hard Lights, Afrojack","['4mrBetqy378Jf1y6NLszlx', '3tLvKk2N4IGhT3aZceW2Hy', '4D75GcNG95ebPtNvoNVXhz']", dance pop edm electro house melbourne bounce international pop dance slap house tropical house big room dance pop dutch house edm electro house pop dance progressive electro house progressive house tropical house,2020,160.907,71,0.637,0.868,1,55.079,0,0.0555,0.0426,2.12e-05,0.288,0.444,100.048
0ou367q5bmco9pZNxq80iD,Day 'N' Nite - Martin Jensen Edit,"Stefy De Cicco, Ben Hamilton, Martin Jensen","['5v3JgLiZtNnw6ablRjjNKK', '1Rqa3ZF83zo3rKGrKMM0iD', '4ehtJnVumNf6xzSCDk8aLB']", dance pop danish electronic edm electro house pop pop dance pop edm tropical house,2020,166.20000000000002,71,0.766,0.849,11,54.58,0,0.0361,0.0611,0.0809,0.0536,0.589,125.033
3eGsNpXzcb1BDkfSJI54NY,Strawberry Blond,Mitski,['2uYWxilOVlUdk4oV9DvwqK'],brooklyn indie indie pop,2013,114.277,71,0.553,0.545,0,51.701,1,0.0867,0.839,0.0,0.061,0.943,77.332
19Qu5BOV1Y8nDrzgYavYdB,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")",Akano,['7i3eGEz3HNFnPOCdc7mqoq'],otacore,2019,89.784,71,0.656,0.654,7,52.969,1,0.0346,0.0276,0.0,0.109,0.612,135.044
3cKM7UXBZmgjEgEBTkaIlU,Strong,One Direction,['4AK6F7OLvEQ5QYCBNiQWHq'],boy band pop postteen pop talent show,2013,184.373,71,0.741,0.663,0,52.692,1,0.0434,0.0608,0.0,0.0931,0.338,115.013
17IiqbqbVVWMlq6j7xrQaD,La Buena y la Mala,Banda Tierra Sagrada,['0v7JYEoQOQbzNNESKwxmzT'],banda corrido nuevo regional mexicano ranchera regional mexican,2013,204.453,71,0.805,0.716,0,55.502,1,0.039,0.527,0.0,0.247,0.905,124.832
54zJ1SxDe0CQhWRij7E0no,Last Time,Becky Hill,['4EPJlUEBy49EX1wuFOvtjK'],dance pop house pop pop dance pop house tropical house uk dance uk pop,2021,214.56,71,0.725,0.794,7,57.579,0,0.0699,0.305,0.0,0.106,0.754,123.964
6MYJv37Mpj5njLLbxKWNun,Crush,Tessa Violet,['5DD5GZd4ElmQTy9NleMvKJ'],alt z indie pop,2019,216.267,71,0.91,0.402,1,50.45,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,['0C8ZW7ezQVs4URX5aX7Kqx'],dance pop pop postteen pop,2013,231.987,71,0.546,0.787,7,55.9,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979
1b3nlcP6hogIzYRVK2Ui7K,Wherever You Are,Kodaline,['4BxCuXFJrSWGi1KHcVqaU4'],indie cafe pop irish pop modern rock pop pop rock shiver pop,2020,185.005,71,0.514,0.612,4,54.019,1,0.0298,0.142,0.0,0.0868,0.342,125.99
5WnfnSpuNEGXyEt78PBA6d,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","Dreamville, Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy, Ski Mask The Slump God","['1iNqsUDUraNWrj00bqssQG', '70gP6Ry4Uo0Yx6uzPIdaiJ', '6U3ybJ9UHNKEdsH7ktGBZ7', '0NcPKaSNIHAM2RfioH9vMT', '07V3atNq2TyPNDYmzp6Dyy', '0vaKiuLwFJLVU664A8GTjE', '30C5wgn4celhRP3Tytv7R6', '21dooacK2WGBB5amYvKyfM', '6PDLwWvgYNMfBRLqC1h5cJ', '2rhFzFmezpnW82MNqEKVry']",underground hip hop vapor trap hip hop rap underground hip hop north carolina hip hop cali rap oakland hip hop scam rap trap soul underground hip hop vapor trap hip hop pop rap queens hip hop rap sudanese pop underground hip hop  alternative rb cali rap underground hip hop dark trap melodic rap meme rap miami hip hop pop rap rap southern hip hop trap underground hip hop vapor trap miami hip hop rap underground hip hop hip hop rap underground hip hop,2019,217.867,71,0.642,0.647,7,53.688,0,0.428,0.517,0.0,0.0649,0.664,120.749
4f6bE40jl7zuFJ3cOCwaI1,Mi Vida,DLD,['7CwiLiC1S8B69RMPxbDb6S'],latin alternative latin arena pop latin rock mexican rock rock en espanol,2013,282.76,71,0.527,0.855,0,53.326,1,0.0599,0.00548,0.000362,0.14,0.451,138.032
4OENnoidV0h8gJV6bhrw7r,Only You Freestyle,"Headie One, Drake","['6UCQYrcJ6wab6gnQ89OJFh', '3TVXtAsR1Inumwj472S9r4']",uk hip hop canadian hip hop canadian pop hip hop pop rap rap toronto rap,2020,248.937,71,0.68,0.826,5,57.439,1,0.27,0.562,0.0,0.254,0.804,146.95
3XaWuYsTtnkzCSBr0RmROc,Si No Le Contesto,Plan B,['2jSGzJw0ebJLu7OLVSOcBP'],latin reggaeton trap latino tropical,2010,220.057,71,0.846,0.747,1,54.926,0,0.0533,0.0947,0.0,0.159,0.517,95.003
5IUOU5xkzGHsRFOYNu3GSK,No Judgement,Niall Horan,['1Hsdzj7Dlq2I7tHP7501T4'],dance pop pop postteen pop,2020,176.28300000000002,71,0.723,0.726,1,56.165,0,0.0472,0.0564,0.000126,0.057,0.962,100.051
4s0hDz7zGgZUav9EvzyLsB,LMK,Lil Xxel,['7iDeMFJKjI1ak40N3hoYOZ'],pop rb,2020,188.293,71,0.748,0.457,6,52.44,1,0.0465,0.0292,0.000294,0.444,0.464,123.035
6nIE1oCE4udqMGv3bqVNVb,Half a Heart,One Direction,['4AK6F7OLvEQ5QYCBNiQWHq'],boy band pop postteen pop talent show,2013,188.547,71,0.515,0.714,0,55.484,1,0.0348,0.286,0.0,0.118,0.495,155.954
2wBCrtJS3E3TimRZ5MElTI,The Worst,Jhené Aiko,['5ZS223C6JyBfXasXxrRqOk'],alternative rb dance pop pop rb urban contemporary,2013,254.493,71,0.539,0.414,1,50.844,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895
